用例ID,用例名称,执行步骤,预期结果,转人工触发条件,测试目标,前置条件,测试数据,测试数据（英文提问）,执行阶段,是否使用新会话,实际回复内容（英文）,是否存在知识库,知识库是否命中（日志）,知识库命中（人工复核）,日志客户标签,LLM推测预期标签,LLM判定客户标签是否准确,客户标签准确（人工复核）,转人工预期,日志转人工,转人工是否准确,转人工准确（人工复核）,语义是否合理（LLM）,回复是否准确（LLM）,回复准确（人工复核）,服务端真实耗时,接口响应时长,备注
TC-H70-056-N,[提机规则] 支持送货上门吗？【标准问答场景】,步骤1：开启新的WhatsApp会话。步骤2：发送测试问题。步骤3：核对机器人识别业务场景。步骤4：等待机器人完整回复并核对核心事实。步骤5：确认回复未增加知识库之外的信息。步骤6：确认本轮未错误触发人工转接。,"Currently, the campaign requires in-store pickup at the selected Infinix store. Please visit your selected store during August 12–16, 2026 to pay the final balance and collect the device.

验收要求：核心事实正确、关键信息完整、无知识库外编造；标准问答场景下不应错误触发人工转接。",无（标准咨询场景）,验证意图分类、知识命中、回答准确性及错误转人工控制,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace。,支持送货上门吗？,Do you support home delivery?,,是,,是,,,,,,,否,,,,,,,,,
TC-H70-057-N,[免单活动] 预购福利和免单活动能同时参加吗？【标准问答场景】,步骤1：开启新的WhatsApp会话。步骤2：发送测试问题。步骤3：核对机器人识别业务场景。步骤4：等待机器人完整回复并核对核心事实。步骤5：确认回复未增加知识库之外的信息。步骤6：确认本轮未错误触发人工转接。,"Yes. Eligible users can enjoy the Palmpay instant BDT 2,000 discount after successful pre-order, pickup, and final payment with Palmpay, and can also join the WhatsApp free-order lucky draw after adding the official WhatsApp account and uploading the required information.

验收要求：核心事实正确、关键信息完整、无知识库外编造；标准问答场景下不应错误触发人工转接。",无（标准咨询场景）,验证意图分类、知识命中、回答准确性及错误转人工控制,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace。,预购福利和免单活动能同时参加吗？,Can pre-order benefits and free order activities be participated in at the same time?,,是,,是,,,,,,,否,,,,,,,,,
TC-H70-058-N,[HOT 70 Pro 商品信息] HOT 70 Pro 和其他 Infinix 手机有什么区别？【标准问答场景】,步骤1：开启新的WhatsApp会话。步骤2：发送测试问题。步骤3：核对机器人识别业务场景。步骤4：等待机器人完整回复并核对核心事实。步骤5：确认回复未增加知识库之外的信息。步骤6：确认本轮未错误触发人工转接。,"HOT 70 Pro 5G is our latest flagship-level device featuring 144Hz display, SONY camera system, IP68 protection, 6000mAh battery, color-changing design, and DIY Cube LED.

验收要求：核心事实正确、关键信息完整、无知识库外编造；标准问答场景下不应错误触发人工转接。",无（标准咨询场景）,验证意图分类、知识命中、回答准确性及错误转人工控制,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace。,HOT 70 Pro 和其他 Infinix 手机有什么区别？,What is the difference between the HOT 70 Pro and other Infinix phones?,,是,,是,,,,,,,否,,,,,,,,,
TC-H70-058-H-C01,[HOT 70 Pro 商品信息] HOT 70 Pro 和其他 Infinix 手机有什么区别？【条件式转人工场景：Transfer to a human agent when the user needs detailed parameter comparisons】,步骤1：先执行关联标准用例“TC-H70-058-N”，并保持同一WhatsApp会话。步骤2：在同一会话继续追问场景问题：“Transfer to a human agent when the user needs detailed parameter comparisons”。步骤3：核对机器人识别到条件场景并触发人工转接。步骤4：确认转接前话术与当前问题相关。步骤5：确认未继续输出超范围确定性结论。,命中条件场景“Transfer to a human agent when the user needs detailed parameter comparisons”后，机器人应触发转人工；转接前话术应与当前问题相关，不得继续输出超范围确定性结论。,Transfer to a human agent when the user needs detailed parameter comparisons,验证多轮上下文理解、条件式转人工召回及转接话术相关性,1) 已完成“TC-H70-058-N”；2) 机器人已给出首轮回复；3) 当前仍保持同一会话；4) 尚未发生人工接管。,我遇到这个情况：Transfer to a human agent when the user needs detailed parameter comparisons,Could you help me with Transfer to a human agent when the user needs detailed parameter comparisons?,,否,,是,,,,,,,是,,,,,,,,,
TC-H70-058-H-C02,[HOT 70 Pro 商品信息] HOT 70 Pro 和其他 Infinix 手机有什么区别？【条件式转人工场景：purchase advice】,步骤1：先执行关联标准用例“TC-H70-058-N”，并保持同一WhatsApp会话。步骤2：在同一会话继续追问场景问题：“purchase advice”。步骤3：核对机器人识别到条件场景并触发人工转接。步骤4：确认转接前话术与当前问题相关。步骤5：确认未继续输出超范围确定性结论。,命中条件场景“purchase advice”后，机器人应触发转人工；转接前话术应与当前问题相关，不得继续输出超范围确定性结论。,purchase advice,验证多轮上下文理解、条件式转人工召回及转接话术相关性,1) 已完成“TC-H70-058-N”；2) 机器人已给出首轮回复；3) 当前仍保持同一会话；4) 尚未发生人工接管。,我遇到这个情况：purchase advice,Could you help me with purchase advice?,,否,,是,,,,,,,是,,,,,,,,,
TC-H70-059-N,[人工兜底规则] 预订后能修改手机号吗？【标准问答场景】,步骤1：开启新的WhatsApp会话。步骤2：发送测试问题。步骤3：核对机器人识别业务场景。步骤4：观察是否按规则触发人工转接。步骤5：确认未输出超出知识库的确定性结论。,该问题按知识库规则应直接触发转人工；转接前话术应与当前问题相关，不应输出超范围确定性结论。,该问题按规则直接转人工,验证直接转人工策略、转接话术相关性及知识边界控制,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace。,预订后能修改手机号吗？,Can I change the phone number after booking?,,是,,是,,,,,,,是,,,,,,,,,
TC-H70-060-N,[人工兜底规则] 怎么查我的预订状态？【标准问答场景】,步骤1：开启新的WhatsApp会话。步骤2：发送测试问题。步骤3：核对机器人识别业务场景。步骤4：观察是否按规则触发人工转接。步骤5：确认未输出超出知识库的确定性结论。,该问题按知识库规则应直接触发转人工；转接前话术应与当前问题相关，不应输出超范围确定性结论。,该问题按规则直接转人工,验证直接转人工策略、转接话术相关性及知识边界控制,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace。,怎么查我的预订状态？,How can I check my booking status?,,是,,是,,,,,,,是,,,,,,,,,
TC-H70-061-N,[门店信息] 门店营业时间是什么？【标准问答场景】,步骤1：开启新的WhatsApp会话。步骤2：发送测试问题。步骤3：核对机器人识别业务场景。步骤4：等待机器人完整回复并核对核心事实。步骤5：确认回复未增加知识库之外的信息。步骤6：确认本轮未错误触发人工转接。,"Store hours may vary by location. Most Infinix stores are open from 10:00 AM to 9:00 PM. For the exact opening hours of your selected store, please tap ""Find a Store"" .
[https://hk-paas.transsion.com/cmp-campaign-h5/hot70/view/online](https://hk-paas.transsion.com/cmp-campaign-h5/hot70/view/online)

验收要求：核心事实正确、关键信息完整、无知识库外编造；标准问答场景下不应错误触发人工转接。",无（标准咨询场景）,验证意图分类、知识命中、回答准确性及错误转人工控制,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace。,门店营业时间是什么？,What are the store hours?,,是,,是,,,,,,,否,,,,,,,,,
TC-H70-061-H-C01,[门店信息] 门店营业时间是什么？【条件式转人工场景：Transfer to a human agent when the user asks about the business hours of a specific store】,步骤1：先执行关联标准用例“TC-H70-061-N”，并保持同一WhatsApp会话。步骤2：在同一会话继续追问场景问题：“Transfer to a human agent when the user asks about the business hours of a specific store”。步骤3：核对机器人识别到条件场景并触发人工转接。步骤4：确认转接前话术与当前问题相关。步骤5：确认未继续输出超范围确定性结论。,命中条件场景“Transfer to a human agent when the user asks about the business hours of a specific store”后，机器人应触发转人工；转接前话术应与当前问题相关，不得继续输出超范围确定性结论。,Transfer to a human agent when the user asks about the business hours of a specific store,验证多轮上下文理解、条件式转人工召回及转接话术相关性,1) 已完成“TC-H70-061-N”；2) 机器人已给出首轮回复；3) 当前仍保持同一会话；4) 尚未发生人工接管。,我遇到这个情况：Transfer to a human agent when the user asks about the business hours of a specific store,Could you help me with Transfer to a human agent when the user asks about the business hours of a specific store?,,否,,是,,,,,,,是,,,,,,,,,
TC-H70-062-N,[人工兜底规则] 如果我今天不能提机，能不能让家人代提？需要带什么材料？【标准问答场景】,步骤1：开启新的WhatsApp会话。步骤2：发送测试问题。步骤3：核对机器人识别业务场景。步骤4：观察是否按规则触发人工转接。步骤5：确认未输出超出知识库的确定性结论。,该问题按知识库规则应直接触发转人工；转接前话术应与当前问题相关，不应输出超范围确定性结论。,该问题按规则直接转人工,验证直接转人工策略、转接话术相关性及知识边界控制,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace。,如果我今天不能提机，能不能让家人代提？需要带什么材料？,"If I can’t pick up the phone today, can a family member pick it up on my behalf? What documents/materials are required?",,是,,是,,,,,,,是,,,,,,,,,
TC-H70-063-N,[人工兜底规则] 门店说活动结束了，但我是在活动期内下单的，还能不能提？【标准问答场景】,步骤1：开启新的WhatsApp会话。步骤2：发送测试问题。步骤3：核对机器人识别业务场景。步骤4：观察是否按规则触发人工转接。步骤5：确认未输出超出知识库的确定性结论。,该问题按知识库规则应直接触发转人工；转接前话术应与当前问题相关，不应输出超范围确定性结论。,该问题按规则直接转人工,验证直接转人工策略、转接话术相关性及知识边界控制,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace。,门店说活动结束了，但我是在活动期内下单的，还能不能提？,"The store said the promotion has ended, but I placed my order during the promotional period. Can I still pick it up?",,是,,是,,,,,,,是,,,,,,,,,
TC-H70-064-N,[人工兜底规则] 为什么别人同一门店能提，我不能提？资格规则到底是什么？【标准问答场景】,步骤1：开启新的WhatsApp会话。步骤2：发送测试问题。步骤3：核对机器人识别业务场景。步骤4：观察是否按规则触发人工转接。步骤5：确认未输出超出知识库的确定性结论。,该问题按知识库规则应直接触发转人工；转接前话术应与当前问题相关，不应输出超范围确定性结论。,该问题按规则直接转人工,验证直接转人工策略、转接话术相关性及知识边界控制,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace。,为什么别人同一门店能提，我不能提？资格规则到底是什么？,"Why can others pick up the phone at the same store, but I can't? What exactly are the eligibility rules?",,是,,是,,,,,,,是,,,,,,,,,
TC-H70-065-N,[人工兜底规则] 核销时显示型号不匹配，但我预约的就是这个型号啊【标准问答场景】,步骤1：开启新的WhatsApp会话。步骤2：发送测试问题。步骤3：核对机器人识别业务场景。步骤4：观察是否按规则触发人工转接。步骤5：确认未输出超出知识库的确定性结论。,该问题按知识库规则应直接触发转人工；转接前话术应与当前问题相关，不应输出超范围确定性结论。,该问题按规则直接转人工,验证直接转人工策略、转接话术相关性及知识边界控制,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace。,核销时显示型号不匹配，但我预约的就是这个型号啊,"It showed a model mismatch during verification, but this is the model I booked.",,是,,是,,,,,,,是,,,,,,,,,
TC-H70-066-N,[人工兜底规则] 我不想买了，取消后多久能退我定金？会不会影响我以后参与活动？【标准问答场景】,步骤1：开启新的WhatsApp会话。步骤2：发送测试问题。步骤3：核对机器人识别业务场景。步骤4：观察是否按规则触发人工转接。步骤5：确认未输出超出知识库的确定性结论。,该问题按知识库规则应直接触发转人工；转接前话术应与当前问题相关，不应输出超范围确定性结论。,该问题按规则直接转人工,验证直接转人工策略、转接话术相关性及知识边界控制,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace。,我不想买了，取消后多久能退我定金？会不会影响我以后参与活动？,I don't want to buy it anymore. How long will it take to get my deposit back after I cancel? Will it affect my ability to participate in future promotions?,,是,,是,,,,,,,是,,,,,,,,,
TC-H70-067-N,[人工兜底规则] 你们说可以换，门店说不行，那我该听谁的？【标准问答场景】,步骤1：开启新的WhatsApp会话。步骤2：发送测试问题。步骤3：核对机器人识别业务场景。步骤4：观察是否按规则触发人工转接。步骤5：确认未输出超出知识库的确定性结论。,该问题按知识库规则应直接触发转人工；转接前话术应与当前问题相关，不应输出超范围确定性结论。,该问题按规则直接转人工,验证直接转人工策略、转接话术相关性及知识边界控制,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace。,你们说可以换，门店说不行，那我该听谁的？,"You say it can be exchanged, but the store says it can't. So who should I listen to?",,是,,是,,,,,,,是,,,,,,,,,
TC-H70-068-N,[官方身份说明] 方便语音聊天嘛，我不想打字【标准问答场景】,步骤1：开启新的WhatsApp会话。步骤2：发送测试问题。步骤3：核对机器人识别业务场景。步骤4：等待机器人完整回复并核对核心事实。步骤5：确认回复未增加知识库之外的信息。步骤6：确认本轮未错误触发人工转接。,"Sorry, it's inconvenient for me to listen to voice messages or take calls. Can we chat by typing instead?

验收要求：核心事实正确、关键信息完整、无知识库外编造；标准问答场景下不应错误触发人工转接。",无（标准咨询场景）,验证意图分类、知识命中、回答准确性及错误转人工控制,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace。,方便语音聊天嘛，我不想打字,Is it convenient to use voice chat? I don't want to type.,,是,,是,,,,,,,否,,,,,,,,,
TC-H70-069-N,[官方身份说明] 请问我是和人聊天还是AI？【标准问答场景】,步骤1：开启新的WhatsApp会话。步骤2：发送测试问题。步骤3：核对机器人识别业务场景。步骤4：等待机器人完整回复并核对核心事实。步骤5：确认回复未增加知识库之外的信息。步骤6：确认本轮未错误触发人工转接。,"Hi, I’m the official Infinix WhatsApp assistant for the Hot 70 campaign. I can help with Hot 70 product details, reservation steps, campaign benefits, pickup rules, and store information.
If your question needs further support, I can also transfer you to a human agent.

验收要求：核心事实正确、关键信息完整、无知识库外编造；标准问答场景下不应错误触发人工转接。",无（标准咨询场景）,验证意图分类、知识命中、回答准确性及错误转人工控制,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace。,请问我是和人聊天还是AI？,Am I chatting with a human or AI?,,是,,是,,,,,,,否,,,,,,,,,
TC-H70-069-H-C01,[官方身份说明] 请问我是和人聊天还是AI？【条件式转人工场景：user still does not trust】,步骤1：先执行关联标准用例“TC-H70-069-N”，并保持同一WhatsApp会话。步骤2：在同一会话继续追问场景问题：“user still does not trust”。步骤3：核对机器人识别到条件场景并触发人工转接。步骤4：确认转接前话术与当前问题相关。步骤5：确认未继续输出超范围确定性结论。,命中条件场景“user still does not trust”后，机器人应触发转人工；转接前话术应与当前问题相关，不得继续输出超范围确定性结论。,user still does not trust,验证多轮上下文理解、条件式转人工召回及转接话术相关性,1) 已完成“TC-H70-069-N”；2) 机器人已给出首轮回复；3) 当前仍保持同一会话；4) 尚未发生人工接管。,我遇到这个情况：user still does not trust,Could you help me with user still does not trust?,,否,,是,,,,,,,是,,,,,,,,,
TC-H70-069-H-C02,[官方身份说明] 请问我是和人聊天还是AI？【条件式转人工场景：requests manual confirmation】,步骤1：先执行关联标准用例“TC-H70-069-N”，并保持同一WhatsApp会话。步骤2：在同一会话继续追问场景问题：“requests manual confirmation”。步骤3：核对机器人识别到条件场景并触发人工转接。步骤4：确认转接前话术与当前问题相关。步骤5：确认未继续输出超范围确定性结论。,命中条件场景“requests manual confirmation”后，机器人应触发转人工；转接前话术应与当前问题相关，不得继续输出超范围确定性结论。,requests manual confirmation,验证多轮上下文理解、条件式转人工召回及转接话术相关性,1) 已完成“TC-H70-069-N”；2) 机器人已给出首轮回复；3) 当前仍保持同一会话；4) 尚未发生人工接管。,我遇到这个情况：requests manual confirmation,Could you help me with requests manual confirmation?,,否,,是,,,,,,,是,,,,,,,,,
TC-H70-070-N,[高意向咨询] 现在就去，给我留货【标准问答场景】,步骤1：开启新的WhatsApp会话。步骤2：发送测试问题。步骤3：核对机器人识别业务场景。步骤4：观察是否按规则触发人工转接。步骤5：确认未输出超出知识库的确定性结论。,该问题按知识库规则应直接触发转人工；转接前话术应与当前问题相关，不应输出超范围确定性结论。,该问题按规则直接转人工,验证直接转人工策略、转接话术相关性及知识边界控制,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace。,现在就去，给我留货,I’ll go right now. Please hold it for me.,,是,,是,,,,,,,是,,,,,,,,,
TC-H70-071-N,[投诉/退货退款] 我要退货 / 退款【标准问答场景】,步骤1：开启新的WhatsApp会话。步骤2：发送测试问题。步骤3：核对机器人识别业务场景。步骤4：观察是否按规则触发人工转接。步骤5：确认未输出超出知识库的确定性结论。,该问题按知识库规则应直接触发转人工；转接前话术应与当前问题相关，不应输出超范围确定性结论。,该问题按规则直接转人工,验证直接转人工策略、转接话术相关性及知识边界控制,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace。,我要退货 / 退款,I want to return the goods / get a refund,,是,,是,,,,,,,是,,,,,,,,,
TC-H70-072-N,[高意向咨询] 现在买划算还是等等?【标准问答场景】,步骤1：开启新的WhatsApp会话。步骤2：发送测试问题。步骤3：核对机器人识别业务场景。步骤4：观察是否按规则触发人工转接。步骤5：确认未输出超出知识库的确定性结论。,该问题按知识库规则应直接触发转人工；转接前话术应与当前问题相关，不应输出超范围确定性结论。,该问题按规则直接转人工,验证直接转人工策略、转接话术相关性及知识边界控制,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace。,现在买划算还是等等?,"Is it better to buy now, or should I wait?",,是,,是,,,,,,,是,,,,,,,,,
TC-H70-073-N,[高意向咨询] 最近会不会有更大优惠 / 促销?【标准问答场景】,步骤1：开启新的WhatsApp会话。步骤2：发送测试问题。步骤3：核对机器人识别业务场景。步骤4：观察是否按规则触发人工转接。步骤5：确认未输出超出知识库的确定性结论。,该问题按知识库规则应直接触发转人工；转接前话术应与当前问题相关，不应输出超范围确定性结论。,该问题按规则直接转人工,验证直接转人工策略、转接话术相关性及知识边界控制,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace。,最近会不会有更大优惠 / 促销?,Will there be a bigger discount or promotion soon?,,是,,是,,,,,,,是,,,,,,,,,
TC-H70-074-N,[高意向咨询] 活动结束前买和结束后买差别大吗?【标准问答场景】,步骤1：开启新的WhatsApp会话。步骤2：发送测试问题。步骤3：核对机器人识别业务场景。步骤4：观察是否按规则触发人工转接。步骤5：确认未输出超出知识库的确定性结论。,该问题按知识库规则应直接触发转人工；转接前话术应与当前问题相关，不应输出超范围确定性结论。,该问题按规则直接转人工,验证直接转人工策略、转接话术相关性及知识边界控制,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace。,活动结束前买和结束后买差别大吗?,Is there a big difference between buying before the promotion ends and after it ends?,,是,,是,,,,,,,是,,,,,,,,,
TC-H70-075-N,[确定意向咨询] 预订完是不是等你们通知就行?【标准问答场景】,步骤1：开启新的WhatsApp会话。步骤2：发送测试问题。步骤3：核对机器人识别业务场景。步骤4：观察是否按规则触发人工转接。步骤5：确认未输出超出知识库的确定性结论。,该问题按知识库规则应直接触发转人工；转接前话术应与当前问题相关，不应输出超范围确定性结论。,该问题按规则直接转人工,验证直接转人工策略、转接话术相关性及知识边界控制,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace。,预订完是不是等你们通知就行?,"After I make the reservation, do I just wait for your notification?",,是,,是,,,,,,,是,,,,,,,,,
TC-H70-076-N,"[确定意向咨询] 我现在就订,你帮我看着点【标准问答场景】",步骤1：开启新的WhatsApp会话。步骤2：发送测试问题。步骤3：核对机器人识别业务场景。步骤4：观察是否按规则触发人工转接。步骤5：确认未输出超出知识库的确定性结论。,该问题按知识库规则应直接触发转人工；转接前话术应与当前问题相关，不应输出超范围确定性结论。,该问题按规则直接转人工,验证直接转人工策略、转接话术相关性及知识边界控制,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace。,"我现在就订,你帮我看着点",I’ll reserve it now. Please keep an eye on it for me.,,是,,是,,,,,,,是,,,,,,,,,
